"mybibtex_key","Author(s)","Title","Outlet","DOI","Cluster","Year of publication","closeness_centrality"
"schmidt_mechanical_2019","schmidt p;buck g;berthold c;lauer c;nickel kg","the mechanical properties of heat-treated rocks: a comparison between chert and silcrete","archaeological and anthropological sciences","10.1007/s12520-018-0710-y",7,2019,0.475878392555239
"malinsky-buller_one_2019","malinsky-buller a;hovers e","one size does not fit all: group size and the late middle pleistocene prehistoric archive","journal of human evolution","10.1016/j.jhevol.2018.11.002",7,2019,0.683604186968688
"scott_pollen-interpreted_2018","scott l;neumann fh","pollen-interpreted palaeoenvironments associated with the middle and late pleistocene peopling of southern africa","quaternary international","10.1016/j.quaint.2018.02.036",7,2018,0.353336502515652
"grove_hunter-gatherers_2018","grove m","hunter-gatherers adjust mobility to maintain contact under climatic variation","journal of archaeological science-reports","10.1016/j.jasrep.2018.04.003",7,2018,0.739535904736489
"wakano_ecocultural_2018","wakano jy;gilpin w;kadowaki mw;aoki k","ecocultural range-expansion scenarios for the replacement or assimilation of neanderthals by modern humans","theoretical population biology","10.1016/j.tpb.2017.09.004",7,2018,0.773069010124132
"dibble_major_2017","dibble hl;holdaway sj;lin sc;braun dr;douglass mj;iovita r;mcpherron sp;olszewski di;sandgathe d","major fallacies surrounding stone artifacts and assemblages","journal of archaeological method and theory","10.1007/s10816-016-9297-8",7,2017,0.540140424986949
"toffolo_10400-year-old_2017","toffolo mb;ullman m;caracuta s;boaretto e","a 10,400-year-old sunken lime kiln from the early pre-pottery neolithic b at the nesher-ramla quarry (el-khirbe), israel","journal of archaeological science-reports","10.1016/j.jasrep.2017.06.014",7,2017,0.085958239690407
"derrico_identifying_2017","d'errico f;banks we;warren dl;sgubin g;van niekerk k;henshilwood c;daniau al;goni mfs","identifying early modern human ecological niche expansions and associated cultural dynamics in the south african middle stone age","proceedings of the national academy of sciences of the united states of america","10.1073/pnas.1620752114",7,2017,0.685669113695751
"werner_middle_2017","werner jj;willoughby pr","middle stone age technology and cultural evolution at magubike rockshelter, southern tanzania","african archaeological review","10.1007/s10437-017-9254-2",7,2017,0.562513643186466
"creanza_greater_2017","creanza n;kolodny o;feldman mw","greater than the sum of its parts? modelling population contact and interaction of cultural repertoires","journal of the royal society interface","10.1098/rsif.2017.0171",7,2017,0.909841131118559
"livni_testing_2017","livni j","testing competing archaeological theories of israel's origins using computation techniques","archeologia e calcolatori","NA",7,2017,0.689811071079102
"tamura_quantifying_2017","tamura k;ihara y","quantifying cultural macro-evolution: a case study of the hinoeuma fertility drop","evolution and human behavior","10.1016/j.evolhumbehav.2016.07.007",7,2017,0.883529178658344
"grove_population_2016","grove m","population density, mobility, and cultural transmission","journal of archaeological science","10.1016/j.jas.2016.09.002",7,2016,0.768825805675378
"premo_effective_2016","premo ls","effective population size and the effects of demography on cultural diversity and technological complexity","american antiquity","10.7183/0002-7316.81.4.605",7,2016,0.894788299590634
"buchanan_drivers_2016","buchanan b;o'brien mj;collard m","drivers of technological richness in prehistoric texas: an archaeological test of the population size and environmental risk hypotheses","archaeological and anthropological sciences","10.1007/s12520-015-0245-4",7,2016,0.803987242972013
"collard_empirical_2016","collard m;vaesen k;cosgrove r;roebroeks w","the empirical case against the `demographic turn' in palaeolithic archaeology","philosophical transactions of the royal society b-biological sciences","10.1098/rstb.2015.0242",7,2016,0.730647066527702
"marean_transition_2016","marean cw","the transition to foraging for dense and predictable resources and its impact on the evolution of modern humans","philosophical transactions of the royal society b-biological sciences","10.1098/rstb.2015.0239",7,2016,0.739608606002957
"yi_rethinking_2016","yi m;gao x;li f;chen f","rethinking the origin of microblade technology: a chronological and ecological perspective","quaternary international","10.1016/j.quaint.2015.07.009",7,2016,0.44771116887682
"vaesen_population_2016","vaesen k;collard m;cosgrove r;roebroeks w","population size does not explain past changes in cultural complexity","proceedings of the national academy of sciences of the united states of america","10.1073/pnas.1520288113",7,2016,0.705065046770078
"french_demography_2016","french jc","demography and the palaeolithic archaeological record","journal of archaeological method and theory","10.1007/s10816-014-9237-4",7,2016,0.846229912066395
"gilpin_ecocultural_2016","gilpin w;feldman mw;aoki k","an ecocultural model predicts neanderthal extinction through competition with modern humans","proceedings of the national academy of sciences of the united states of america","10.1073/pnas.1524861113",7,2016,0.792638341787148
"mackay_technological_2016","mackay a","technological change and the importance of variability: the western cape of south africa from mis 6-2","africa from mis 6-2: population dynamics and paleoenvironments","10.1007/978-94-017-7520-5\_3",7,2016,0.786049734702795
"stewart_africa_2016","stewart ba;jones sc","africa from mis 6-2: the florescence of modern humans","africa from mis 6-2: population dynamics and paleoenvironments","10.1007/978-94-017-7520-5\_1",7,2016,0.565417806146368
"kolodny_evolution_2015","kolodny o;creanza n;feldman mw","evolution in leaps: the punctuated accumulation and loss of cultural innovations","proceedings of the national academy of sciences of the united states of america","10.1073/pnas.1520492112",7,2015,0.848318732374067
"fogarty_cultural_2015","fogarty l;creanza n;feldman mw","cultural evolutionary perspectives on creativity and human innovation","trends in ecology \& evolution","10.1016/j.tree.2015.10.004",7,2015,0.89109418219458
"french_demography_2015","french jc","the demography of the upper palaeolithic hunter-gatherers of southwestern france: a multi-proxy approach using archaeological data","journal of anthropological archaeology","10.1016/j.jaa.2015.04.005",7,2015,0.821624756330508
"soriano_still_2015","soriano s;villa p;delagnes a;degano i;pollarolo l;lucejko jj;henshilwood c;wadley l","the still bay and howiesons poort at sibudu and blombos: understanding middle stone age technologies","plos one","10.1371/journal.pone.0131127",7,2015,0.365215130975288
"conard_examining_2015","conard nj;will m","examining the causes and consequences of short-term behavioral change during the middle stone age at sibudu, south africa","plos one","10.1371/journal.pone.0130001",7,2015,0.797645397289979
"derrico_tephra_2015","d'errico f;banks we","tephra studies and the reconstruction of middle-to-upper paleolithic cultural trajectories","quaternary science reviews","10.1016/j.quascirev.2014.05.014",7,2015,0.429437562263407
"rappaport_matrix_2015","rappaport mb;corbally c","matrix thinking: an adaptation at the foundation of human science, religion, and art","zygon","10.1111/zygo.12161",7,2015,0.486240475252404
"mackay_coalescence_2014","mackay a;stewart ba;chase bm","coalescence and fragmentation in the late pleistocene archaeology of southernmost africa","journal of human evolution","10.1016/j.jhevol.2014.03.003",7,2014,0.649386479067418
"muthukrishna_sociality_2014","muthukrishna m;shulman bw;vasilescu j","sociality influences cultural complexity","proceedings of the royal society b-biological sciences","10.1098/rspb.2013.2511",7,2014,0.755053985521314
"collard_population_2013","collard m;buchanan b;o''brien mj","population size as an explanation for patterns in the paleolithic archaeological record more caution is needed","current anthropology","10.1086/673881",7,2013,0.785528811242503
"kuhn_alternative_2013","kuhn sl;hovers e","alternative pathways to complexity: evolutionary trajectories in the middle paleolithic and middle stone age an introduction to supplement 8","current anthropology","10.1086/673501",7,2013,0.459080569259061
"parkington_introduction_2013","parkington je;rigaud jp;poggenpoel c;porraz g;texier pj","introduction to the project and excavation of diepkloof rock shelter (western cape, south africa): a view on the middle stone age","journal of archaeological science","10.1016/j.jas.2013.02.017",7,2013,0.502674168663135
"lind_dating_2013","lind j;lindenfors p;ghirlanda s;liden k;enquist m","dating human cultural capacity using phylogenetic principles","scientific reports","10.1038/srep01785",7,2013,0.637074177763011
"cochrane_another_2013","cochrane gwg;doelman t;wadley l","another dating revolution for prehistoric archaeology?","journal of archaeological method and theory","10.1007/s10816-011-9125-0",7,2013,0.591717252236472
"qu_chinese_2013","qu t;bar-yosef o;wang y;wu x","the chinese upper paleolithic: geography, chronology, and techno-typology","journal of archaeological research","10.1007/s10814-012-9059-4",7,2013,0.639758379136735
"bar-yosef_following_2013","bar-yosef o;belfer-cohen a","following pleistocene road signs of human dispersals across eurasia","quaternary international","10.1016/j.quaint.2011.07.043",7,2013,0.591002255241163
"moore_simple_2013","moore mw","simple stone flaking in australasia: patterns and implications","quaternary international","10.1016/j.quaint.2011.09.030",7,2013,0.742472623079695
"conard_what_2012","conard nj;porraz g;wadley l","what is in a name? characterising the `post-howieson's poort' at sibudu","south african archaeological bulletin","NA",7,2012,0.387012778492839
"charlin_size_2012","charlin j;gonzalez-jose r","size and shape variation in late holocene projectile points of southern patagonia: a geometric morphometric study","american antiquity","10.7183/0002-7316.77.2.221",7,2012,0.581187503338257
"barton_agents_2012","barton cm;riel-salvatore j","agents of change: modeling biocultural evolution in upper pleistocene western eurasia","advances in complex systems","10.1142/s0219525911003359",7,2012,0.594583891597363
"premo_local_2012","premo ls","local extinctions, connectedness, and cultural evolution in structured populations","advances in complex systems","10.1142/s0219525911003268",7,2012,0.763002397047398
"barton_modeling_2011","barton cm;riel-salvatore j;anderies g","modeling human ecodynamics and biocultural interactions in the late pleistocene of western eurasia","human ecology","10.1007/s10745-011-9433-8",7,2011,0.783801963120669
"dow_stagnation_2011","dow gk;reed cg","stagnation and innovation before agriculture","journal of economic behavior \& organization","10.1016/j.jebo.2010.11.006",7,2011,0.716097875869191
"premo_modeling_2010","premo ls;kuhn sl","modeling effects of local extinctions on culture change and diversity in the paleolithic","plos one","10.1371/journal.pone.0015582",7,2010,0.723074850246285
"kline_population_2010","kline ma;boyd r","population size predicts technological complexity in oceania","proceedings of the royal society b-biological sciences","10.1098/rspb.2010.0452",7,2010,0.847392433666684
"belfer-cohen_modernity_2010","belfer-cohen a;hovers e","modernity, enhanced working memory, and the middle to upper paleolithic record in the levant","current anthropology","10.1086/649835",7,2010,0.561182877162033
"derrico_additional_2009","d'errico f;vanhaeren m;barton a;mienis h;richter d;hublin jj;mcpherron sp;lozouet p","additional evidence on the use of personal ornaments in the middle paleolithic of north africa","proceedings of the national academy of sciences of the united states of america","10.1073/pnas.0903532106",7,2009,0.540585547385539
"seong_emergence_2009","seong c","emergence of a blade industry and evolution of late paleolithic technology in the republic of korea","journal of anthropological research","10.3998/jar.0521004.0065.303",7,2009,0.658330196376343
"riede_climate_2009","riede f","climate and demography in early prehistory: using calibrated c-14 dates as population proxies","human biology","10.3378/027.081.0311",7,2009,0.772465901483648
"fedele_timescales_2008","fedele fg;giaccio b;hajdas i","timescales and cultural process at 40,000 bp in the light of the campanian ignimbrite eruption, western eurasia","journal of human evolution","10.1016/j.jhevol.2008.08.012",7,2008,0.621188036901299
"langley_behavioural_2008","langley mc;clarkson c;ulm s","behavioural complexity in eurasian neanderthal populations: a chronological examination of the archaeological evidence","cambridge archaeological journal","10.1017/s0959774308000371",7,2008,0.503652722625663
"vanhaeren_aurignacian_2006","vanhaeren m;d'errico f","aurignacian ethno-linguistic geography of europe revealed by personal ornaments","journal of archaeological science","10.1016/j.jas.2005.11.017",7,2006,0.588456175754652
"maceachern_africanist_2006","maceachern s","africanist archaeology and ancient iq: racial science and cultural evolution in the twenty-first century","world archaeology","10.1080/00438240500509918",7,2006,0.289980014877138
"donald_precis_1993","donald m","precis of origins of the modern mind - 3 stages in the evolution of culture and cognition","behavioral and brain sciences","10.1017/s0140525x00032647",7,1993,0.382595516234568
"schwarcz_electron-spin-resonance_1992","schwarcz hp;grun r","electron-spin-resonance (esr) dating of the origin of modern man","philosophical transactions of the royal society of london series b-biological sciences","10.1098/rstb.1992.0091",7,1992,0.313348912225546
"ranhorn_investigating_2020","ranhorn kl;pargeter j;premo ls;past;network collaborators pstnc","investigating the evolution of human social learning through collaborative experimental archaeology","evolutionary anthropology","10.1002/evan.21823",7,2020,0.410487667784561
"lehman_ecology_2021","lehman c;loberg s;wilson m;gorham e","ecology of the anthropocene signals hope for consciously managing the planetary ecosystem","proceedings of the national academy of sciences of the united states of america","10.1073/pnas.2024150118",8,2021,0.279595855642132
"freeman_radiocarbon_2021","freeman j;hard rj;mauldin rp;anderies jm","radiocarbon data may support a malthus-boserup model of hunter-gatherer population expansion","journal of anthropological archaeology","10.1016/j.jaa.2021.101321",8,2021,0.432859076866672
"goebel_prehistoric_2021","goebel t;hockett b;rhode d;graf k","prehistoric human response to climate change in the bonneville basin, western north america: the bonneville estates rockshelter radiocarbon chronology","quaternary science reviews","10.1016/j.quascirev.2021.106930",8,2021,0.408724180291209
"briere_human_2020","briere md;gajewski k","human population dynamics in relation to holocene climate variability in the north american arctic and subarctic","quaternary science reviews","10.1016/j.quascirev.2020.106370",8,2020,0.563968797499617
"niespolo_carbon_2020","niespolo em;sharp wd;tryon ca;faith j;ranhorn k;mambelli s;miller mj;dawson te","carbon, nitrogen, and oxygen isotopes of ostrich eggshells provide site-scale pleistocene-holocene paleoenvironmental records for eastern african archaeological sites","quaternary science reviews","10.1016/j.quascirev.2019.106142",8,2020,0.353872823641598
"brown_synthesis_2021","brown tj;ames km","synthesis and analysis of the early to middle holocene radiocarbon record for the northern northwest coast of north america: a gap in dated components between similar to 9000 and 8300 cal bp","journal of island \& coastal archaeology","10.1080/15564894.2019.1659883",8,2021,0.465246281746803
"bartalesi_aesthetic_2019","bartalesi l","from the aesthetic mind to the human cultures: towards an anthropology of aesthetics","aisthesis-pratiche linguaggi e saperi dell estetico","10.13128/aisthesis-25618",8,2019,0.427620727822045
"fort_estimating_2018","fort j;merce pareta m;sorensen l","estimating the relative importance of demic and cultural diffusion in the spread of the neolithic in scandinavia","journal of the royal society interface","10.1098/rsif.2018.0597",8,2018,0.556583481013801
"tremayne_mid_2017","tremayne ah;brown wa","mid to late holocene population trends, culture change and marine resource intensification in western alaska","arctic","10.14430/arctic4681",8,2017,0.748238851985846
"edinborough_radiocarbon_2017","edinborough k;porcic m;martindale a;brown tj;supernant k;ames km","radiocarbon test for demographic events in written and oral history","proceedings of the national academy of sciences of the united states of america","10.1073/pnas.1713012114",8,2017,0.583686745001354
"isern_modeling_2017","isern n;zilhao j;fort j;ammerman aj","modeling the role of voyaging in the coastal spread of the early neolithic in the west mediterranean","proceedings of the national academy of sciences of the united states of america","10.1073/pnas.1613413114",8,2017,0.486452752320634
"pardo-gordo_complex_2017","pardo-gordo s","complex adaptative systems and computational simulation in archaeology","trabajos de prehistoria","10.3989/tp.2017.12181",8,2017,0.631628658607955
"cegielski_rethinking_2016","cegielski wh;rogers jd","rethinking the role of agent-based modeling in archaeology","journal of anthropological archaeology","10.1016/j.jaa.2016.01.009",8,2016,0.729436305531401
"martinon-torres_prehistoric_2015","martinon-torres m;uribe-villegas ma","the prehistoric individual, connoisseurship and archaeological science: the muisca goldwork of colombia","journal of archaeological science","10.1016/j.jas.2015.08.014",8,2015,0.362953268786698
"timpson_inferential_2015","timpson a;manning k;shennan s","inferential mistakes in population proxies: a response to torfing's ``neolithic population and summed probability distribution of c-14-dates''","journal of archaeological science","10.1016/j.jas.2015.08.018",8,2015,0.628444236498931
"gautney_new_2015","gautney jr;holliday tw","new estimations of habitable land area and human population size at the last glacial maximum","journal of archaeological science","10.1016/j.jas.2015.03.028",8,2015,0.848407525985115
"romanowska_so_2015","romanowska i","so you think you can model? a guide to building and evaluating archaeological simulation models of dispersals","human biology","10.13110/humanbiology.87.3.0169",8,2015,0.670856236358481
"fort_demic_2015","fort j","demic and cultural diffusion propagated the neolithic transition across different regions of europe","journal of the royal society interface","10.1098/rsif.2015.0166",8,2015,0.556362094451994
"gayo_timing_2015","gayo em;latorre c;santoro cm","timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the south-central andes (16 degrees-25 degrees s)","quaternary international","10.1016/j.quaint.2014.09.076",8,2015,0.617611942985202
"timpson_reconstructing_2014","timpson a;colledge s;crema e;edinborough k;kerig t;manning k;thomas mg;shennan s","reconstructing regional population fluctuations in the european neolithic using radiocarbon dates: a new case-study using an improved method","journal of archaeological science","10.1016/j.jas.2014.08.011",8,2014,0.626225203574411
"oinonen_event_2014","oinonen m;pesonen p;alenius t;heyd v;holmqvist-saukkonen e;kivimaki s;nygren t;sundell t;onkamo p","event reconstruction through bayesian chronology: massive mid-holocene lake-burst triggered large-scale ecological and cultural change","holocene","10.1177/0959683614544049",8,2014,0.54662656436816
"woodbridge_impact_2014","woodbridge j;fyfe rm;roberts n;downey s;edinborough k;shennan s","the impact of the neolithic agricultural transition in britain: a comparison of pollen-based land-cover and archaeological c-14 date-inferred population change","journal of archaeological science","10.1016/j.jas.2012.10.025",8,2014,0.475845082625777
"manning_demographic_2014","manning k;timpson a","the demographic response to holocene climate change in the sahara","quaternary science reviews","10.1016/j.quascirev.2014.07.003",8,2014,0.561108901572492
"barcelo_modeling_2014","barcelo ja;capuzzo g;bogdanovic i","modeling expansive phenomena in early complex societies: the transition from bronze iron age in prehistoric europe","journal of archaeological method and theory","10.1007/s10816-013-9195-2",8,2014,0.841728227017741
"lake_trends_2014","lake mw","trends in archaeological simulation","journal of archaeological method and theory","10.1007/s10816-013-9188-1",8,2014,0.702488441394601
"fort_synthesis_2012","fort j","synthesis between demic and cultural diffusion in the neolithic transition in europe","proceedings of the national academy of sciences of the united states of america","10.1073/pnas.1200662109",8,2012,0.610844215291682
"leonti_future_2011","leonti m","the future is written: impact of scripts on the cognition, selection, knowledge and transmission of medicinal plant use and its implications for ethnobotany and ethnopharmacology","journal of ethnopharmacology","10.1016/j.jep.2011.01.017",8,2011,0.408627926786384
"neme_archaeological_2011","neme ga;gil af;garvey r;llano cl;zangrando af;franchetti f;de francesco cg;michieli ct","the archaeological record from gruta el manzano and their implicances for nodpatagonia archaeology","magallania","10.4067/s0718-22442011000200017",8,2011,0.642464690597905
"otte_sedimentary_2003","otte m;bayon il;noiret p;bar-yosef o;yalcinkaya i;kartal m;leotard jm;pettitt p","sedimentary deposition rates and carbon-14: the epi-paleolithic sequence of okuzini cave (southwest turkey)","journal of archaeological science","10.1006/jasc.2002.0840",8,2003,0.369045158879933
"burg_introduction_2016","burg mb;peeters h;lovis wa","introduction to uncertainty and sensitivity analysis in archaeological computational modeling","uncertainty and sensitivity analysis in archaeological computational modeling","10.1007/978-3-319-27833-9\_1",8,2016,0.637458354741496
"cavallisforza_anthropology_1983","cavallisforza l;feldman m;dornbusch s;chen kh","anthropology and cultural transmission","nature","10.1038/304124a0",8,1983,0.72529528421256
"matzig_design_2021","matzig dn;hussain st;riede f","design space constraints and the cultural taxonomy of european final palaeolithic large tanged points: a comparison of typological, landmark-based and whole-outline geometric morphometric approaches","journal of paleolithic archaeology","10.1007/s41982-021-00097-2",9,2021,0.586640988480008
"harush_toward_2021","harush o;grosman l","toward the identification of social signatures in ceramic production - an archaeological case study","plos one","10.1371/journal.pone.0254766",9,2021,0.662830910331012
"gandon_assessing_2020","gandon e;nonaka t;sonabend r;endler j","assessing the influence of culture on craft skills: a quantitative study with expert nepalese potters","plos one","10.1371/journal.pone.0239139",9,2020,0.41671033500358
"gandon_traditional_2020","gandon e;nonaka t;endler ja;coyle t;bootsma rj","traditional craftspeople are not copycats: potter idiosyncrasies in vessel morphogenesis","plos one","10.1371/journal.pone.0239362",9,2020,0.595039661225689
"kavanagh_drivers_2021","kavanagh ph;haynie hj;kushnick b;tuff t;bowern c;low cr;kirby kr;botero ca;gavin mc","drivers of global variation in land ownership","ecography","10.1111/ecog.05205",9,2021,0.529893233733872
"riede_cliodynamic_2020","riede f;hussain st;timmreck c;svenning jc","cliodynamic archaeology: computational approaches to final palaeolithic/early mesolithic archaeology and climate change","antiquity","10.15184/aqy.2020.85",9,2020,0.575648355406701
"riede_reconciling_2019","riede f;hoggard c;shennan s","reconciling material cultures in archaeology with genetic data requires robust cultural evolutionary taxonomies","palgrave communications","10.1057/s41599-019-0260-7",9,2019,0.749528785082422
"riede_doing_2019","riede f","doing palaeo-social volcanology: developing a framework for systematically investigating the impacts of past volcanic eruptions on human societies using archaeological datasets","quaternary international","10.1016/j.quaint.2018.01.027",9,2019,0.474787815603077
"matic_de-colonizing_2018","matic u","de-colonizing the historiography and archaeology of ancient egypt and nubia. part 1. scientific racism","journal of egyptian history","10.1163/18741665-12340041",9,2018,0.340367110481967
"peters_resilience_2017","peters r;zimmermann a","resilience and cyclicity: towards a macrohistory of the central european neolithic","quaternary international","10.1016/j.quaint.2017.03.073",9,2017,0.610879468140506
"taylor_first_2016","taylor r","the first stone and the last tasmanian: the colonial correspondence of edward burnett tylor and henry ling roth","oceania","10.1002/ocea.5145",9,2016,0.202619728073036
"jolie_technology_2014","jolie ea","technology, learning, and innovation in textile arts: integrating archaeological and ethnographic perspectives","north american archaeologist","10.2190/na.35.4.c",9,2014,0.73118276751769
"porcic_effects_2012","porcic m","effects of residential mobility on the ratio of average house floor area to average household size: implications for demographic reconstructions in archaeology","cross-cultural research","10.1177/1069397111423889",9,2012,0.85501045596179
"gamble_time_2011","gamble c;moutsiou t","the time revolution of 1859 and the stratification of the primeval mind","notes and records of the royal society","10.1098/rsnr.2010.0099",9,2011,0.363881138930823
"kantner_implications_2010","kantner j","implications of human behavioral ecology for understanding complex human behavior resource monopolization, package size, and turquoise","journal of anthropological research","10.3998/jar.0521004.0066.204",9,2010,0.767675477313596
"hart_pottery_2009","hart jp;brumbach hj","on pottery change and northern iroquoian origins: an assessment from the finger lakes region of central new york","journal of anthropological archaeology","10.1016/j.jaa.2009.07.001",9,2009,0.510595560039843
"juleff_technology_2009","juleff g","technology and evolution: a root and branch view of asian iron from first-millennium bc sri lanka to japanese steel","world archaeology","10.1080/00438240903345688",9,2009,0.714679155907179
"coward_big_2008","coward f;gamble c","big brains, small worlds: material culture and the evolution of the mind","philosophical transactions of the royal society b-biological sciences","10.1098/rstb.2008.0004",9,2008,0.44923697586163
"riede_increasing_2008","riede f;bentley ra","increasing the relevance of mathematical approaches to demographic history","quality \& quantity","10.1007/s11135-007-9144-9",9,2008,0.818790680785007
"tehrani_towards_2008","tehrani jj;riede f","towards an archaeology of pedagogy: learning, teaching and the generation of material culture traditions","world archaeology","10.1080/00438240802261267",9,2008,0.769036462493435
"davis_cultural_2007","davis cb","cultural evolution and performance genres: memetics in theatre history and performance studies","theatre journal","NA",9,2007,0.618107518397399
"roux_ethnoarchaeology_2007","roux v","ethnoarchaeology: a non historical science of reference necessary for interpreting the past","journal of archaeological method and theory","10.1007/s10816-007-9030-8",9,2007,0.586609275978263
"broodbank_first_2007","broodbank c;kiriatzi e","the first ``minoans'' of kythera revisited: technology, demography, and landscape in the prepalatial aegean","american journal of archaeology","10.3764/aja.111.2.241",9,2007,0.693057895357967
"krsiak_human_2006","krsiak m","human evolution: humanistic selection and looking to the future","neuroendocrinology letters","NA",9,2006,0.713121027579865
"stark_current_2003","stark mt","current issues in ceramic ethnoarchaeology","journal of archaeological research","10.1023/a:1025079730891",9,2003,0.43580221151423
"snow_mohawk_1996","snow dr","mohawk demography and the effects of exogenous epidemics on american indian populations","journal of anthropological archaeology","10.1006/jaar.1996.0006",9,1996,0.288231130803112
"cameron_beyond_2019","cameron cm","beyond trade and exchange a new look at diffusion","interaction and connectivity in the greater southwest","10.5876/9781607327356.c002",9,2019,0.711711770439519
"jeffares_genes_2005","jeffares b","genes, memes and human history: darwinian archaeology and cultural evolution.","biology \& philosophy","10.1007/s10539-005-5585-5",9,2005,0.739827139565249
"pearson_genes_2005","pearson ga","genes, memes, and human history: darwinian archaeology and cultural evolution.","american journal of physical anthropology","10.1002/ajpa.10436",9,2005,0.739827139565249
"maschner_genes_2003","maschner hdg","genes, memes, and human history: darwinian archaeology and cultural evolution","cambridge archaeological journal","10.1017/s0959774303220163",9,2003,0.739827139565249
"bettinger_genes_2003","bettinger rl","genes, memes and human history: darwinian archaeology and cultural evolution","nature","10.1038/422020a",9,2003,0.739827139565249
"hodder_human-thing_2011","hodder i","human-thing entanglement: towards an integrated archaeological perspective","journal of the royal anthropological institute","10.1111/j.1467-9655.2010.01674.x",10,2011,0.564537472746213
"obrien_genes_2003","o'brien mj","genes, memes, and human history: darwinian archaeology and cultural evolution.","journal of anthropological research","10.1086/jar.59.3.3631506",10,2003,0.32648397542335
"lopez_macro-regional_2020","lopez gej","macro-regional interaction processes in the south-central andes along the holocene (ca. 10000-500 bp): obsidian circulation, cultural transmission and evidence of allochthonous materials at archaeological sites in the puna of salta, north-western argentina","journal of archaeological science-reports","10.1016/j.jasrep.2019.102187",11,2020,0.337522099264022
"muscio_andean_2019","muscio h;cardillo m","andean phylogenies: cladistic analysis of lanceolate lithic points of the mid holocene of the puna of argentina and northern chile","relaciones","NA",11,2019,0.505322203415289
"juan_muscio_archaeological_2013","juan muscio h","the archaeological record of the gorge of urcuro, puna of salta, argentina, in an evolutionary perspective","intersecciones en antropologia","NA",11,2013,0.296194835310458
"juan_muscio_modelling_2012","juan muscio h","modelling demographic dynamics and cultural evolution: the case of the early and mid-holocene archaeology in the highlands of south america","quaternary international","10.1016/j.quaint.2011.10.021",11,2012,0.730027583827301
"rotem_late_2021","rotem y;iserlis m;rosenblum a;rothman ms","a late 4th millennium bce cylinder-seal amulet from tel yaqush and its contribution to the understanding of eb i-ii communities in the central jordan valley","levant","10.1080/00758914.2021.1926723","NA","NA","NA"
"zang_ya-fan_comprehensive_2021","zang ya-fan zy;wang tao wt;yuan guang-kuo yg","comprehensive research on the pottery from meishan site based on x-ray spectroscopy and operation chain analysis","spectroscopy and spectral analysis","10.3964/j.issn.1000-0593(2021)05-1355-05","NA","NA","NA"
"wright_iconography_2022","wright am","the iconography of connectivity between the hohokam world and its southern neighbors","journal of archaeological research","10.1007/s10814-021-09159-z","NA","NA","NA"
"romanowska_trends_2021","romanowska i;lichtenberger a;raja r","trends in ceramic assemblages from the northwest quarter of gerasa/jerash, jordan","journal of archaeological science-reports","10.1016/j.jasrep.2020.102778","NA","NA","NA"
"gellens_natural_2021","gellens s;biebuyck b","natural selection, levelling, and eternal recurrence how nietzsche addressed darwinism in his effort to surpass the body-mind-dichotomy","synthesis philosophica","10.21464/sp36109","NA","NA","NA"
"golovnev_visual_2021","golovnev ia","visual ethnography of ivan lopatin (on the materials of the amur expedition of 1913)","tomskii zhurnal lingvisticheskikh i antropologicheskikh issledovanii-tomsk journal of linguistics and anthropology","10.23951/2307-6119-2021-1-163-173","NA","NA","NA"
"kohrt_why_2020","kohrt ba;ottman k;panter-brick m;patel v","why we heal: the evolution of psychological healing and implications for global mental health","clinical psychology review","10.1016/j.cpr.2020.101920","NA","NA","NA"
"angel_bel_refitting_2020","angel bel m;martinez-alfaro a;villaverde v","refitting lithic laminar fragments to assess palaeolithic sequences: the case of cova de les cendres (teulada-moraira, alicante, spain)","quaternary international","10.1016/j.quaint.2020.04.023","NA","NA","NA"
"anonymous_qingtang_2020","[anonymous] a","the qingtang site in yingde city, guangdong province","chinese archaeology","10.1515/char-2020-0001","NA","NA","NA"
"braadbaart_heating_2020","braadbaart f;reidsma fh;roebroeks w;chiotti v;meyer m;thery-parisot i;van hoesel kgj;kaal j;van os b;marquer l","heating histories and taphonomy of ancient fireplaces: a multi-proxy case study from the upper palaeolithic sequence of abri pataud (les eyzies-de-tayac, france)","journal of archaeological science-reports","10.1016/j.jasrep.2020.102468","NA","NA","NA"
"jonsson_good_2020","jonsson h","good attachment in the asian highlands: questioning notions of ``loose women'' and ``autonomous communities''","critical asian studies","10.1080/14672715.2020.1772092","NA","NA","NA"
"schmidt_reassessing_2020","schmidt c;anghelinu m;hambach u;veres d;lehmkuhl f","reassessing the timeframe of upper palaeolithic deposits in the ceahlau basin (eastern carpathians, romania): geochronological and archaeological implications","quaternary geochronology","10.1016/j.quageo.2019.101020","NA","NA","NA"
"halfon_material_2020","halfon e;barkai r","the material and mental effects of animal disappearance on indigenous hunter-gatherers, past and present","time \& mind-the journal of archaeology consciousness and culture","10.1080/1751696x.2020.1718309","NA","NA","NA"
"leandri_chert_2020","leandri c;fernandes p","chert procurement in corsica during the neolithic: inferring social territories in the tyrrhenian islands","journal of lithic studies","10.2218/jls.5406","NA","NA","NA"
"vukovic_pottery_2020","vukovic j","pottery and non-sedentary communities: origins, technology and usage","etnoantropoloski problemi-issues in ethnology and anthropology","10.21301/eap.v15i3.5","NA","NA","NA"
