mybibtex_key,Author(s),Title,Outlet,DOI,Cluster,Year of publication,size,closeness_centrality,degree_centrality
zvelebil_human_2013,zvelebil m;weber aw,human bioarchaeology: group identity and individual life histories - introduction,journal of anthropological archaeology,10.1016/j.jaa.2012.01.003,3,2013,144,0.6572632360112429,0.7872860635696821
juan_muscio_archaeological_2013,juan muscio h,"the archaeological record of the gorge of urcuro, puna of salta, argentina, in an evolutionary perspective",intersecciones en antropologia,NA,2,2013,15,0.5826408673660826,0.05378973105134474
mullins_role_2013,mullins da;whitehouse h;atkinson qd,the role of writing and recordkeeping in the cultural evolution of human cooperation,journal of economic behavior \& organization,10.1016/j.jebo.2012.12.017,1,2013,25,0.7115716847878393,0.31295843520782396
newman_ballistically_2013,newman k;moore mw,ballistically anomalous stone projectile points in australia,journal of archaeological science,10.1016/j.jas.2013.01.023,4,2013,6,0.7296482171658641,0.6356968215158925
white_abstract_2013,white a,an abstract model showing that the spatial structure of social networks affects the outcomes of cultural transmission processes,jasss-the journal of artificial societies and social simulation,10.18564/jasss.2219,3,2013,12,0.6192153977724278,0.44987775061124696
lind_dating_2013,lind j;lindenfors p;ghirlanda s;liden k;enquist m,dating human cultural capacity using phylogenetic principles,scientific reports,10.1038/srep01785,4,2013,1,0.7290446147225904,0.4254278728606357
gong_multidisciplinary_2013,gong t;shuai l;wu y,multidisciplinary approaches in evolutionary linguistics,language sciences,10.1016/j.langsci.2012.09.002,4,2013,4,0.6723121105456005,0.07579462102689487
jordan_evolutionary_2013,jordan fm;huber br,evolutionary approaches to cross-cultural anthropology,cross-cultural research,10.1177/1069397112471800,1,2013,23,0.6392109386694936,0.21026894865525672
laor_evolution_2013,laor y;jablonka e,the evolution and development of culture,history and theory,10.1111/hith.10669,1,2013,40,0.472164106756106,0.4889975550122249
mcnabb_pole_2013,mcnabb j,pole to pole. archaeology and adaptation in the middle pleistocene at opposite ends of the acheulean world,oxford journal of archaeology,10.1111/ojoa.12006,4,2013,15,0.7394840734510068,0.16625916870415647
cochrane_another_2013,cochrane gwg;doelman t;wadley l,another dating revolution for prehistoric archaeology?,journal of archaeological method and theory,10.1007/s10816-011-9125-0,4,2013,1,0.7871409760852622,0.684596577017115
qu_chinese_2013,qu t;bar-yosef o;wang y;wu x,"the chinese upper paleolithic: geography, chronology, and techno-typology",journal of archaeological research,10.1007/s10814-012-9059-4,4,2013,9,0.8919228226753797,0.33007334963325186
bar-yosef_following_2013,bar-yosef o;belfer-cohen a,following pleistocene road signs of human dispersals across eurasia,quaternary international,10.1016/j.quaint.2011.07.043,4,2013,5,0.884304141189623,0.4889975550122249
moore_simple_2013,moore mw,simple stone flaking in australasia: patterns and implications,quaternary international,10.1016/j.quaint.2011.09.030,4,2013,7,0.783404247843799,0.7995110024449877
testart_reconstructing_2013,testart a,reconstructing social and cultural evolution the case of dowry in the indo-european area,current anthropology,10.1086/668679,5,2013,221,0.6927253401958251,0.09290953545232274
anderson_high-resolution_2013,anderson sl;freeburg ak,"a high-resolution chronology for the cape krusenstern site complex, northwest alaska",arctic anthropology,10.3368/aa.50.1.49,2,2013,1,0.41695970409393895,0.05134474327628362
oslisly_west_2013,oslisly r;bentaleb i;favier c;fontugne m;gillet jf;morin-rivat j,west central african peoples: survey of radiocarbon dates over the past 5000 years,radiocarbon,10.1017/s003382220004830x,NA,NA,NA,NA,NA
smith_agency_2013,smith ea,agency and adaptation: new directions in evolutionary anthropology,"annual review of anthropology, vol 42",10.1146/annurev-anthro-092412-155447,1,2013,13,0.8900035670576425,0.6185819070904646
conard_what_2012,conard nj;porraz g;wadley l,what is in a name? characterising the `post-howieson's poort' at sibudu,south african archaeological bulletin,NA,4,2012,10,0.6875154892466906,0.18581907090464547
salvatori_disclosing_2012,salvatori s,disclosing archaeological complexity of the khartoum mesolithic: new data at the site and regional level,african archaeological review,10.1007/s10437-012-9119-7,3,2012,71,0.7289736497990872,0.58679706601467
fort_synthesis_2012,fort j,synthesis between demic and cultural diffusion in the neolithic transition in europe,proceedings of the national academy of sciences of the united states of america,10.1073/pnas.1200662109,2,2012,1,0.5986067282720802,0.34963325183374083
ducasse_what_2012,ducasse s,"what is left of the badegoulian ``interlude''? new data on cultural evolution in southern france between 23,500 and 20,500 cal. bp",quaternary international,10.1016/j.quaint.2012.05.018,2,2012,6,0.6764338864266549,0.1466992665036675
guillo_does_2012,guillo d,does culture evolve by means of darwinian selection? the lessons of candide's travels,social science information sur les sciences sociales,10.1177/0539018412441754,1,2012,61,0.6467634999535561,0.6161369193154034
towner_cultural_2012,towner mc;grote mn;venti j;mulder mb,cultural macroevolution on neighbor graphs vertical and horizontal transmission among western north american indian societies,human nature-an interdisciplinary biosocial perspective,10.1007/s12110-012-9142-z,1,2012,133,0.7127080037583031,0.43276283618581907
heyes_new_2012,heyes c,new thinking: the evolution of human cognition introduction,philosophical transactions of the royal society b-biological sciences,10.1098/rstb.2012.0111,4,2012,2,0.3874740956541338,0.0488997555012225
vaesen_cumulative_2012,vaesen k,cumulative cultural evolution and demography,plos one,10.1371/journal.pone.0040989,4,2012,3,0.5648994183026765,0.4963325183374083
prentiss_cultural_2012,prentiss am;foor ta;cross g;harris le;wanzenried m,"the cultural evolution of material wealth-based inequality at bridge river, british columbia",american antiquity,10.7183/0002-7316.77.3.542,5,2012,13,0.7577218632262005,0.46943765281173594
unsworth_anthropology_2012,unsworth sj,anthropology in the cognitive sciences: the value of diversity,topics in cognitive science,10.1111/j.1756-8765.2012.01193.x,1,2012,46,0.5699941160072709,0.4938875305623472
whitehouse_seeking_2012,whitehouse h;cohen e,seeking a rapprochement between anthropology and the cognitive sciences: a problem-driven approach,topics in cognitive science,10.1111/j.1756-8765.2012.01203.x,1,2012,1,0.576869131927427,0.13202933985330073
morton_photography_2012,morton c,photography and the comparative method: the construction of an anthropological archive,journal of the royal anthropological institute,10.1111/j.1467-9655.2012.01748.x,5,2012,68,0.5846283503125942,0.017114914425427872
zong_multidisciplinary_2012,zong y;chen z;yu z,multidisciplinary studies in environmental archaeology with particular reference to china: an introduction to the special issue,holocene,10.1177/0959683611429834,2,2012,25,0.39558274469498833,0.06356968215158924
smith_archaeology_2012,smith me;feinman gm;drennan rd;earle t;morris i,archaeology as a social science,proceedings of the national academy of sciences of the united states of america,10.1073/pnas.1201714109,2,2012,20,0.6271038377126301,0.039119804400977995
juan_muscio_modelling_2012,juan muscio h,modelling demographic dynamics and cultural evolution: the case of the early and mid-holocene archaeology in the highlands of south america,quaternary international,10.1016/j.quaint.2011.10.021,4,2012,8,0.6442480651231546,0.5501222493887531
charlin_size_2012,charlin j;gonzalez-jose r,size and shape variation in late holocene projectile points of southern patagonia: a geometric morphometric study,american antiquity,10.7183/0002-7316.77.2.221,3,2012,2,0.7208596611541465,0.2982885085574572
mesoudi_statistical_2012,mesoudi a;o'brien mj,statistical analyses cannot be divorced from archaeological theory: a reply to potter,american antiquity,10.7183/0002-7316.77.2.372,3,2012,63,0.4202837737680821,0.5623471882640587
tucker_do_2012,tucker b,do risk and time experimental choices represent individual strategies for coping with poverty or conformity to social norms? evidence from rural southwestern madagascar,current anthropology,10.1086/664569,1,2012,14,0.8219033269436508,0.5134474327628362
arakawa_cyclical_2012,arakawa f,cyclical cultural trajectories a case study from the mesa verde region,journal of anthropological research,10.3998/jar.0521004.0068.102,5,2012,1,0.7541663445874519,0.26894865525672373
barton_agents_2012,barton cm;riel-salvatore j,agents of change: modeling biocultural evolution in upper pleistocene western eurasia,advances in complex systems,10.1142/s0219525911003359,4,2012,2,0.7771546307970703,0.511002444987775
kohler_coevolution_2012,kohler ta;cockburn d;hooper rk;kobti z,the coevolution of group size and leadership: an agent-based public goods model for prehispanic pueblo societies,advances in complex systems,10.1142/s0219525911003256,1,2012,6,0.6757021136305432,0.45965770171149145
premo_local_2012,premo ls,"local extinctions, connectedness, and cultural evolution in structured populations",advances in complex systems,10.1142/s0219525911003268,4,2012,44,0.6821263075245338,0.42053789731051344
scholnick_spatial_2012,scholnick jb,the spatial and temporal diffusion of stylish innovations in material culture,advances in complex systems,10.1142/s0219525911003244,3,2012,4,0.5880590604839391,0.5941320293398533
sell_importance_2012,sell a;hone lse;pound n,the importance of physical strength to human males,human nature-an interdisciplinary biosocial perspective,10.1007/s12110-012-9131-2,4,2012,3,0.5441159904012445,0.06845965770171149
porcic_effects_2012,porcic m,effects of residential mobility on the ratio of average house floor area to average household size: implications for demographic reconstructions in archaeology,cross-cultural research,10.1177/1069397111423889,5,2012,27,0.7237566450776456,0.7506112469437652
bowan_living_2012,bowan k,living between worlds ancient and modern: the musical collaboration of kathleen schlesinger and elsie hamilton,journal of the royal musical association,10.1080/02690403.2012.717467,NA,NA,NA,NA,NA
dong_mid-holocene_2012,dong g;jia x;an c;chen f;zhao y;tao s;ma m,"mid-holocene climate change and its effect on prehistoric cultural evolution in eastern qinghai province, china",quaternary research,10.1016/j.yqres.2011.10.004,2,2012,1,0.5706563197033393,0.1491442542787286
gayo_hydroclimate_2012,gayo em;latorre c;santoro cm;maldonado a;de;pol-holz r,hydroclimate variability in the low-elevation atacama desert over the last 2500 yr,climate of the past,10.5194/cp-8-287-2012,2,2012,3,0.44207351298765724,0.07823960880195599
houmanfar_interdisciplinary_2012,houmanfar r;ward t,an interdisciplinary account of martyrdom as a religious practice,revista latinoamericana de psicologia,NA,5,2012,3,0.23819301640006213,0
kidd_oswald_2012,kidd ij,"oswald spengler, technology, and human nature",european legacy-toward new paradigms,10.1080/10848770.2011.640190,NA,NA,NA,NA,NA
mateus_terrestrial_2012,mateus l;ferreira v;aguiar j;dias a,terrestrial laser scanning and digital photogrammetry as tools for the archaeological recording - the case of convento de cristo,actas del primer congreso internacional de buenas practicas en patrimonio mundial: arqueologia,NA,NA,NA,NA,NA,NA
barton_modeling_2011,barton cm;riel-salvatore j;anderies g,modeling human ecodynamics and biocultural interactions in the late pleistocene of western eurasia,human ecology,10.1007/s10745-011-9433-8,4,2011,3,0.6991876953449023,0.7799511002444988
obrien_stimulated_2011,o'brien mj;bentley ra,stimulated variation and cascades: two processes in the evolution of complex technological systems,journal of archaeological method and theory,10.1007/s10816-011-9110-7,3,2011,30,0.7406300123111357,0.8484107579462102
zhang_feng_hydrological_2011,zhang feng zf;wang tao wt;yimit h;shi qingdong sqd;ruan;qiurong rqr;sun zhiqiong szq;li fang lf,hydrological changes and settlement migrations in the keriya river delta in central tarim basin ca. 2.7-1.6 ka bp: inferred from c-14 and osl chronology,science china-earth sciences,10.1007/s11430-011-4206-1,2,2011,13,0.42482444014323584,0.02444987775061125
von_cramon-taubadel_craniometric_2011,von cramon-taubadel n;pinhasi r,craniometric data support a mosaic model of demic and cultural neolithic diffusion to outlying regions of europe,proceedings of the royal society b-biological sciences,10.1098/rspb.2010.2678,2,2011,239,0.5410737557926534,0.11246943765281174
pitman_evolution_2011,pitman gr,the evolution of human warfare,philosophy of the social sciences,10.1177/0048393110371380,5,2011,15,0.6150296124322034,0.10513447432762836
kolen_new_2011,kolen j,a new empiricism. excavating at the start of the 21st century,archaeological dialogues,10.1017/s1380203811000080,NA,NA,NA,NA,NA
larsen_evolution_2011,larsen aw,evolution of polynesian bark cloth and factors influencing cultural change,journal of anthropological archaeology,10.1016/j.jaa.2010.12.004,1,2011,65,0.7553370781398763,0.5990220048899756
schmidt_holocene_2011,schmidt a;quigley m;fattahi m;azizi g;maghsoudi m;fazeli h,holocene settlement shifts and palaeoenvironments on the central iranian plateau: investigating linked systems,holocene,10.1177/0959683610385961,2,2011,36,0.5883110409281127,0.11491442542787286
wengrow_cognition_2011,wengrow d,"cognition, materiality and monsters: the cultural transmission of counter-intuitive forms in bronze age societies",journal of material culture,10.1177/1359183511402276,1,2011,57,0.6878965053337254,0.11735941320293398
stuart-fox_constructing_2011,stuart-fox m,constructing a selectionist paradigm,history and theory,10.1111/j.1468-2303.2011.00580.x,1,2011,3,0.23195389621094692,0.034229828850855744
matthews_testing_2011,matthews lj;tehrani jj;jordan m;nunn cl,testing for divergent transmission histories among cultural characters: a study using bayesian phylogenetic methods and iranian tribal textile data,plos one,10.1371/journal.pone.0014810,1,2011,41,0.7038194727602893,0.27383863080684595
currie_mode_2011,currie te;mace r,mode and tempo in the evolution of socio-political organization: reconciling `darwinian' and `spencerian' evolutionary approaches in anthropology,philosophical transactions of the royal society b-biological sciences,10.1098/rstb.2010.0318,5,2011,1,0.665565644805092,0.6308068459657702
gray_language_2011,gray rd;atkinson qd;greenhill sj,language evolution and human history: what a difference a date makes,philosophical transactions of the royal society b-biological sciences,10.1098/rstb.2010.0378,1,2011,5,0.5970755437292713,0.08557457212713937
leonti_future_2011,leonti m,"the future is written: impact of scripts on the cognition, selection, knowledge and transmission of medicinal plant use and its implications for ethnobotany and ethnopharmacology",journal of ethnopharmacology,10.1016/j.jep.2011.01.017,1,2011,4,0.6035900511737164,0.13202933985330073
shennan_descent_2011,shennan s,descent with modification and the archaeological record,philosophical transactions of the royal society b-biological sciences,10.1098/rstb.2010.0380,3,2011,53,0.6522532792120569,0.7530562347188264
whiten_culture_2011,whiten a;hinde ra;laland kn;stringer cb,culture evolves introduction,philosophical transactions of the royal society b-biological sciences,10.1098/rstb.2010.0372,1,2011,3973,0.8452067072995422,0.8141809290953546
fitch_genes_2011,fitch wt,"genes, language, cognition, and culture: towards productive inquiry",human biology,10.3378/027.083.0210,1,2011,1,0.5719387022539848,0.2762836185819071
stout_technology_2011,stout d;passingham r;frith c;apel j;chaminade t,"technology, expertise and social cognition in human evolution",european journal of neuroscience,10.1111/j.1460-9568.2011.07619.x,4,2011,350,0.5423768906084556,0.23227383863080683
gamble_time_2011,gamble c;moutsiou t,the time revolution of 1859 and the stratification of the primeval mind,notes and records of the royal society,10.1098/rsnr.2010.0099,5,2011,10,0.6568506617059802,0.3569682151589242
dow_stagnation_2011,dow gk;reed cg,stagnation and innovation before agriculture,journal of economic behavior \& organization,10.1016/j.jebo.2010.11.006,4,2011,19,0.6228630571619225,0.6234718826405868
fehren-schmitz_diachronic_2011,fehren-schmitz l;warnberg o;reindel v;tomasto-cagigao e;isla-cuadrado j;hummel s;herrmann b,diachronic investigations of mitochondrial and y-chromosomal genetic markers in pre-columbian andean highlanders from south peru,annals of human genetics,10.1111/j.1469-1809.2010.00620.x,1,2011,1,0.42460810349509087,0.004889975550122249
hodder_human-thing_2011,hodder i,human-thing entanglement: towards an integrated archaeological perspective,journal of the royal anthropological institute,10.1111/j.1467-9655.2010.01674.x,1,2011,45,0.829218364485968,0.60880195599022
perreault_mobility-driven_2011,perreault c;brantingham pj,mobility-driven cultural transmission along the forager-collector continuum,journal of anthropological archaeology,10.1016/j.jaa.2010.10.003,3,2011,58,0.6396154580201868,0.8068459657701712
porqueddu_relative_2011,porqueddu a;antonioli f;rubens v;trainito e;verrubbi v,"relative sea level change in olbia gulf (sardinia, italy), a historically important mediterranean harbour",quaternary international,10.1016/j.quaint.2010.04.023,NA,NA,NA,NA,NA
curtis_disgust_2011,curtis v;de barra m;aunger r,disgust as an adaptive system for disease avoidance behaviour,philosophical transactions of the royal society b-biological sciences,10.1098/rstb.2010.0117,1,2011,9,0.7266375464683912,0.15158924205378974
mace_macro-evolutionary_2011,mace r;jordan fm,macro-evolutionary studies of cultural diversity: a review of empirical studies of cultural transmission and cultural adaptation,philosophical transactions of the royal society b-biological sciences,10.1098/rstb.2010.0238,1,2011,51,0.8218766012110513,0.6014669926650367
denning_ten_2011,denning k,ten thousand revolutions: conjectures about civilizations,acta astronautica,10.1016/j.actaastro.2009.11.019,2,2011,14,0.3242311313334595,0.029339853300733496
maher_oasis_2011,maher la;banning eb;chazan m,oasis or mirage? assessing the role of abrupt climate change in the prehistory of the southern levant,cambridge archaeological journal,10.1017/s0959774311000011,2,2011,4,0.7981832637766243,0.22493887530562348
arbib_mirror_2011,arbib ma,from mirror neurons to complex imitation in the evolution of language and tool use,"annual review of anthropology, vol 40",10.1146/annurev-anthro-081309-145722,4,2011,9,0.8008664711278285,0.6234718826405868
atkinson_cultural_2011,atkinson qd;whitehouse h,the cultural morphospace of ritual form examining modes of religiosity cross-culturally,evolution and human behavior,10.1016/j.evolhumbehav.2010.09.002,1,2011,1,0.7630134782941479,0.14425427872860636
boyer_intuitive_2011,boyer p,intuitive expectations and the detection of mental disorder: a cognitive background to folk-psychiatries,philosophical psychology,10.1080/09515089.2010.529049,1,2011,1,0.6941831305358919,0.5036674816625917
listi_bioarchaeological_2011,listi ga,bioarchaeological analysis of diet during the coles creek period in the southern lower mississippi valley,american journal of physical anthropology,10.1002/ajpa.21364,2,2011,19,0.6108776776849483,0.009779951100244499
neme_archaeological_2011,neme ga;gil af;garvey r;llano cl;zangrando af;franchetti f;de francesco cg;michieli ct,the archaeological record from gruta el manzano and their implicances for nodpatagonia archaeology,magallania,10.4067/s0718-22442011000200017,3,2011,10,0.5903532691873193,0.30073349633251834
premo_spatial_2011,premo ls;scholnick jb,the spatial scale of social learning affects cultural diversity,american antiquity,10.7183/0002-7316.76.1.163,3,2011,117,0.6001743349267669,0.5770171149144254
premo_modeling_2010,premo ls;kuhn sl,modeling effects of local extinctions on culture change and diversity in the paleolithic,plos one,10.1371/journal.pone.0015582,4,2010,154,0.6465258293905033,0.4352078239608802
currie_is_2010,currie te;greenhill sj;mace r,is horizontal transmission really a problem for phylogenetic comparative methods? a simulation study using continuous cultural traits,philosophical transactions of the royal society b-biological sciences,10.1098/rstb.2010.0014,1,2010,1,0.7654549818934789,0.5427872860635696
obrien_cultural_2010,o'brien mj;lyman rl;mesoudi a;vanpool tl,cultural traits as units of analysis,philosophical transactions of the royal society b-biological sciences,10.1098/rstb.2010.0012,3,2010,14,0.7491177168156572,0.7701711491442543
brantingham_detecting_2010,brantingham pj;perreault c,detecting the effects of selection and stochastic forces in archaeological assemblages,journal of archaeological science,10.1016/j.jas.2010.07.021,3,2010,3,0.590386587082116,0.6381418092909535
rose_new_2010,rose ji,new light on human prehistory in the arabo-persian gulf oasis,current anthropology,10.1086/657397,NA,NA,NA,NA,NA
lipo_stylistic_2010,lipo cp;hunt tl;hundtoft b,"stylistic variability of stemmed obsidian tools (mata'a), frequency seriation, and the scale of social interaction on rapa nui (easter island)",journal of archaeological science,10.1016/j.jas.2010.05.015,3,2010,1,0.6194721957278965,0.4278728606356968
baena_technical_2010,baena j;lordkipanidze d;cuartero f;ferring r;zhvania d;martin d;shelia g;roca m;rubio d,technical and technological complexity in the beginning: the study of dmanisi lithic assemblage,quaternary international,10.1016/j.quaint.2010.01.019,4,2010,3,0.5338959912229698,0.06601466992665037
charlton_explaining_2010,charlton mf;crew p;rehren t;shennan sj,explaining the evolution of ironmaking recipes - an example from northwest wales,journal of anthropological archaeology,10.1016/j.jaa.2010.05.001,3,2010,7,0.6540119284761375,0.7212713936430318
foley_rise_2010,foley d,the rise of class culture theory in educational anthropology,anthropology \& education quarterly,10.1111/j.1548-1492.2010.01084.x,1,2010,1,0.5614139040666591,0.04156479217603912
rolland_earliest_2010,rolland n,the earliest hominid dispersals beyond subsaharan africa: a survey of underlying causes,quaternary international,10.1016/j.quaint.2010.02.011,4,2010,125,0.8325796114471122,0.254278728606357
siegel_continuity_2010,siegel pe,continuity and change in the evolution of religion and political organization on pre-columbian puerto rico,journal of anthropological archaeology,10.1016/j.jaa.2010.04.002,5,2010,5,0.9103443532598349,0.2176039119804401
kline_population_2010,kline ma;boyd r,population size predicts technological complexity in oceania,proceedings of the royal society b-biological sciences,10.1098/rspb.2010.0452,4,2010,3,0.6041912213516586,0.5550122249388753
zakh_climate_2010,zakh va;ryabogina ne;chlachula j,"climate and environmental dynamics of the mid- to late holocene settlement in the tobol-ishim forest-steppe region, west siberia",quaternary international,10.1016/j.quaint.2009.09.010,NA,NA,NA,NA,NA
belfer-cohen_modernity_2010,belfer-cohen a;hovers e,"modernity, enhanced working memory, and the middle to upper paleolithic record in the levant",current anthropology,10.1086/649835,4,2010,2,0.8044779491812266,0.3594132029339853
kantner_implications_2010,kantner j,"implications of human behavioral ecology for understanding complex human behavior resource monopolization, package size, and turquoise",journal of anthropological research,10.3998/jar.0521004.0066.204,5,2010,16,0.6876848067759578,0.6650366748166259
steele_ceramic_2010,steele j;glatz c;kandler a,"ceramic diversity, random copying, and tests for selectivity in ceramic production",journal of archaeological science,10.1016/j.jas.2009.12.039,3,2010,81,0.607630839713377,0.6356968215158925
stout_technological_2010,stout d;semaw s;rogers mj;cauche d,"technological variation in the earliest oldowan from gona, afar, ethiopia",journal of human evolution,10.1016/j.jhevol.2010.02.005,4,2010,2,0.801545012459361,0.5427872860635696
croes_courage_2010,croes dr,courage and thoughtful scholarship = indigenous archaeology partnerships,american antiquity,10.7183/0002-7316.75.2.211,NA,NA,NA,NA,NA
macdonald_evolution_2010,macdonald dh,the evolution of folsom fluting,plains anthropologist,10.1179/pan.2010.011,3,2010,40,0.7189129310637201,0.6259168704156479
wilcox_marketing_2010,wilcox m,"marketing conquest and the vanishing indian an indigenous response to jared diamond's guns, germs, and steel and collapse",journal of social archaeology,10.1177/1469605309354399,2,2010,13,0.4189850257171997,0.022004889975550123
deblasis_new_2010,deblasis p,new perspectives on moundbuilding societies from coastal southern brazil - natural dynamics and regional archaeology,"international union for prehistoric and protohistoric sciences proceedings of the xv world congress, 2006, vol 8",NA,5,2010,1,0.6330954461999347,0.06356968215158924
lycett_demographic_2010,lycett sj;norton cj,a demographic model for palaeolithic technological evolution: the case of east asia and the movius line,quaternary international,10.1016/j.quaint.2008.12.001,4,2010,40,0.7870779730172887,0.8166259168704156
lycett_movius_2010,lycett sj;bae cj,the movius line controversy: the state of the debate,world archaeology,10.1080/00438243.2010.517667,4,2010,2,0.7316964467644854,0.687041564792176
hart_pottery_2009,hart jp;brumbach hj,on pottery change and northern iroquoian origins: an assessment from the finger lakes region of central new york,journal of anthropological archaeology,10.1016/j.jaa.2009.07.001,3,2009,2,0.8032901353965037,0.4889975550122249
white_transmission_2009,white jc;hamilton eg,the transmission of early bronze technology to thailand: new perspectives,journal of world prehistory,10.1007/s10963-009-9029-z,3,2009,11,0.7885724399773982,0.5378973105134475
nettle_ecological_2009,nettle d,ecological influences on human behavioural diversity: a review of recent findings,trends in ecology \& evolution,10.1016/j.tree.2009.05.013,1,2009,9,0.7692579749925382,0.5427872860635696
lycett_understanding_2009,lycett sj,understanding ancient hominin dispersals using artefactual data: a phylogeographic analysis of acheulean handaxes,plos one,10.1371/journal.pone.0007404,4,2009,1,0.6873650220105233,0.706601466992665
lycett_cladistic_2009,lycett sj;collard m;mcgrew wc,cladistic analyses of behavioural variation in wild pan troglodytes: exploring the chimpanzee culture hypothesis,journal of human evolution,10.1016/j.jhevol.2009.05.015,4,2009,6,0.8159993152035715,0.687041564792176
mesoudi_how_2009,mesoudi a,how cultural evolutionary theory can inform social psychology and vice versa,psychological review,10.1037/a0017062,1,2009,6,0.832058472741742,0.8337408312958435
whiten_evolution_2009,whiten a;schick k;toth n,the evolution and cultural transmission of percussive technology: integrating evidence from palaeoanthropology and primatology,journal of human evolution,10.1016/j.jhevol.2008.12.010,4,2009,147,0.8642788438697698,0.2273838630806846
derrico_additional_2009,d'errico f;vanhaeren m;barton a;mienis h;richter d;hublin jj;mcpherron sp;lozouet p,additional evidence on the use of personal ornaments in the middle paleolithic of north africa,proceedings of the national academy of sciences of the united states of america,10.1073/pnas.0903532106,4,2009,3,0.6692506894226584,0.2665036674816626
joyce_theorizing_2009,joyce aa,theorizing urbanism in ancient mesoamerica,ancient mesoamerica,10.1017/s0956536109990125,NA,NA,NA,NA,NA
seong_emergence_2009,seong c,emergence of a blade industry and evolution of late paleolithic technology in the republic of korea,journal of anthropological research,10.3998/jar.0521004.0065.303,4,2009,16,0.8114826676916884,0.3643031784841076
lyman_metric_2009,lyman rl;vanpool tl,metric data in archaeology: a study of intra-analyst and inter-analyst variation,american antiquity,10.1017/s0002731600048721,3,2009,50,0.6617629980712959,0.3202933985330073
greenhill_does_2009,greenhill sj;currie te;gray rd,does horizontal transmission invalidate cultural phylogenies?,proceedings of the royal society b-biological sciences,10.1098/rspb.2008.1944,1,2009,13,0.7141116603436936,0.24205378973105135
jordan_matrilocal_2009,jordan fm;gray rd;greenhill sj;mace r,matrilocal residence is ancestral in austronesian societies,proceedings of the royal society b-biological sciences,10.1098/rspb.2009.0088,1,2009,14,0.7629092050816152,0.24938875305623473
sianto_animal_2009,sianto l;chame m;silva mlc;reinhard k;fugassa a,animal helminths in human archaeological remains: a review of zoonoses in the past,revista do instituto de medicina tropical de sao paulo,10.1590/s0036-46652009000300001,5,2009,34,0.4367091144255467,0.017114914425427872
riede_climate_2009,riede f,climate and demography in early prehistory: using calibrated c-14 dates as population proxies,human biology,10.3378/027.081.0311,4,2009,47,0.8255670526706673,0.8704156479217604
steele_introduction_2009,steele j;shennan s,introduction: demography and cultural macroevolution,human biology,10.3378/027.081.0301,4,2009,12,0.6721633094934082,0.6772616136919315
chen_beyond_2009,chen k,beyond the south of the ``southern civilizations'': a preliminary study of dongsonian anthropomorphic-handled bronze daggers,bulletin of the institute of history and philology academia sinica,NA,NA,NA,NA,NA,NA
hamilton_accumulation_2009,hamilton mj;buchanan b,the accumulation of stochastic copying errors causes drift in culturally transmitted technologies: quantifying clovis evolutionary dynamics,journal of anthropological archaeology,10.1016/j.jaa.2008.10.005,3,2009,24,0.7638548567202689,0.7677261613691931
lyman_diversity_2009,lyman rl;vanpool tl;o'brien mj,"the diversity of north american projectile-point types, before and after the bow and arrow",journal of anthropological archaeology,10.1016/j.jaa.2008.12.002,3,2009,14,0.7204877611158891,0.6136919315403423
zeder_neolithic_2009,zeder ma,the neolithic macro-(r)evolution: macroevolutionary theory and the study of culture change,journal of archaeological research,10.1007/s10814-008-9025-3,5,2009,92,0.9645219629489172,0.7897310513447433
lycett_are_2009,lycett sj,are victoria west cores ``proto-levallois''? a phylogenetic assessment,journal of human evolution,10.1016/j.jhevol.2008.10.001,4,2009,6,0.76708698352487,0.6161369193154034
lyman_graphing_2009,lyman rl,graphing evolutionary pattern and process: a history of techniques in archaeology and paleobiology,journal of human evolution,10.1016/j.jhevol.2008.11.001,3,2009,18,0.8566973331091297,0.5183374083129584
braun_introduction_2009,braun dr;hovers e,introduction: current issues in oldowan research,interdisciplinary approaches to the oldowan,10.1007/978-1-4020-9059-2,4,2009,3,0.8721325003190479,0.37163814180929094
juleff_technology_2009,juleff g,technology and evolution: a root and branch view of asian iron from first-millennium bc sri lanka to japanese steel,world archaeology,10.1080/00438240903345688,5,2009,13,0.3639092756565191,0.15647921760391198
nordin_good-death_2009,nordin a,good-death beliefs and cognition in himalayan pilgrimage,method \& theory in the study of religion,10.1163/094330509x12568874557216,1,2009,67,0.6756274353907532,0.09290953545232274
prendergast_late_2009,prendergast al;bowler jm;cupper ml,late quaternary environments and human occupation in the murray river valley of northwestern victoria,new directions in archaeological science,NA,4,2009,3,0.5039107048589917,0.019559902200488997
szamado_what_2009,szamado s;hurford jr;bishop tw;d'errico f;fischer k;szathmary e;white sa,what are the possible biological and genetic foundations for syntactic phenomena?,biological foundations and origin of syntax,NA,NA,NA,NA,NA,NA
taylor_six_2009,taylor re,six decades of radiocarbon dating in new world archaeology,radiocarbon,10.1017/s0033822200033774,3,2009,35,0.8791129981848154,0.1100244498777506
tofalvy_use_2009,tofalvy t;viciana h,the use of supernatural entities in moral conversations as a cultural-psychological attractor,"values, empathy, and fairness across social barriers",10.1111/j.1749-6632.2009.04603.x,1,2009,14,0.6623094174842459,0.1100244498777506
